GEOID2,estimate,Location,State,FULL2_NAME,Lat,Long
49055,2,Wayne County,Utah,"Wayne County, Utah",38.32436202,-110.9036739
49057,25,Weber County,Utah,"Weber County, Utah",41.26988598,-111.9132714
50001,13,Addison County,Vermont,"Addison County, Vermont",44.03090925,-73.14094121
50007,19,Chittenden County,Vermont,"Chittenden County, Vermont",44.46098074,-73.08092061
50027,51,Windsor County,Vermont,"Windsor County, Vermont",43.58000298,-72.58623912
51003,16,Albemarle County,Virginia,"Albemarle County, Virginia",38.02289433,-78.55654321
51013,155,Arlington County,Virginia,"Arlington County, Virginia",38.87860915,-77.10094365
51059,226,Fairfax County,Virginia,"Fairfax County, Virginia",38.83472548,-77.2762311
51061,16,Fauquier County,Virginia,"Fauquier County, Virginia",38.73854683,-77.8092746
51063,5,Floyd County,Virginia,"Floyd County, Virginia",36.93149121,-80.36255235
51069,127,Frederick County,Virginia,"Frederick County, Virginia",39.20455593,-78.2625806
51087,3,Henrico County,Virginia,"Henrico County, Virginia",37.53799844,-77.40581926
51093,13,Isle of Wight County,Virginia,"Isle of Wight County, Virginia",36.90672911,-76.70912649
51099,44,King George County,Virginia,"King George County, Virginia",38.27373885,-77.15650687
51103,13,Lancaster County,Virginia,"Lancaster County, Virginia",37.70170903,-76.42023342
51107,103,Loudoun County,Virginia,"Loudoun County, Virginia",39.09070173,-77.635705
51141,22,Patrick County,Virginia,"Patrick County, Virginia",36.67832603,-80.2843537
51145,32,Powhatan County,Virginia,"Powhatan County, Virginia",37.55020243,-77.91518552
51153,53,Prince William County,Virginia,"Prince William County, Virginia",38.70165483,-77.47766137
51161,34,Roanoke County,Virginia,"Roanoke County, Virginia",37.26928005,-80.06786988
51171,7,Shenandoah County,Virginia,"Shenandoah County, Virginia",38.85839246,-78.57060079
51177,109,Spotsylvania County,Virginia,"Spotsylvania County, Virginia",38.18502395,-77.65596887
51179,64,Stafford County,Virginia,"Stafford County, Virginia",38.42069976,-77.4574284
51197,3,Wythe County,Virginia,"Wythe County, Virginia",36.91713248,-81.07859004
51199,22,York County,Virginia,"York County, Virginia",37.2378748,-76.44239662
51510,116,Alexandria city,Virginia,"Alexandria city, Virginia",38.81838584,-77.0861828
51550,125,Chesapeake city,Virginia,"Chesapeake city, Virginia",36.67775211,-76.30243259
51650,45,Hampton city,Virginia,"Hampton city, Virginia",37.04872093,-76.29536561
51660,51,Harrisonburg city,Virginia,"Harrisonburg city, Virginia",38.43620223,-78.87352888
51680,12,Lynchburg city,Virginia,"Lynchburg city, Virginia",37.40041632,-79.19110808
51683,9,Manassas city,Virginia,"Manassas city, Virginia",38.7479626,-77.48390114
51690,12,Martinsville city,Virginia,"Martinsville city, Virginia",36.68265858,-79.86363174
51700,142,Newport News city,Virginia,"Newport News city, Virginia",37.07603548,-76.51651981
51710,91,Norfolk city,Virginia,"Norfolk city, Virginia",36.92334179,-76.24561422
51760,40,Richmond city,Virginia,"Richmond city, Virginia",37.52939331,-77.47556818
51800,132,Suffolk city,Virginia,"Suffolk city, Virginia",36.70178203,-76.63409891
51810,81,Virginia Beach city,Virginia,"Virginia Beach city, Virginia",36.77783612,-76.01637024
51840,65,Winchester city,Virginia,"Winchester city, Virginia",39.17338679,-78.174524
53015,8,Cowlitz County,Washington,"Cowlitz County, Washington",46.1932917,-122.6807845
53017,1,Douglas County,Washington,"Douglas County, Washington",47.73607316,-119.691715
53033,158,King County,Washington,"King County, Washington",47.49084271,-121.8358286
53035,30,Kitsap County,Washington,"Kitsap County, Washington",47.63983065,-122.6489963
53047,9,Okanogan County,Washington,"Okanogan County, Washington",48.54885078,-119.7407873
53053,164,Pierce County,Washington,"Pierce County, Washington",47.03764252,-122.1373491
53057,34,Skagit County,Washington,"Skagit County, Washington",48.48215041,-121.8022698
53061,34,Snohomish County,Washington,"Snohomish County, Washington",48.04601505,-121.722184
53063,15,Spokane County,Washington,"Spokane County, Washington",47.62063944,-117.4040083
53067,68,Thurston County,Washington,"Thurston County, Washington",46.92950107,-122.8320756
53077,139,Yakima County,Washington,"Yakima County, Washington",46.45684596,-120.7387032
54007,6,Braxton County,West Virginia,"Braxton County, West Virginia",38.69987268,-80.71928815
54011,18,Cabell County,West Virginia,"Cabell County, West Virginia",38.42029689,-82.24171665
54021,9,Gilmer County,West Virginia,"Gilmer County, West Virginia",38.92406177,-80.85708358
54033,11,Harrison County,West Virginia,"Harrison County, West Virginia",39.2835297,-80.37987497
54045,8,Logan County,West Virginia,"Logan County, West Virginia",37.83153388,-81.93534049
54047,9,McDowell County,West Virginia,"McDowell County, West Virginia",37.37850132,-81.65358378
54069,5,Ohio County,West Virginia,"Ohio County, West Virginia",40.09692036,-80.61905789
54075,4,Pocahontas County,West Virginia,"Pocahontas County, West Virginia",38.33179535,-80.00775252
54077,73,Preston County,West Virginia,"Preston County, West Virginia",39.46929685,-79.66816199
54091,3,Taylor County,West Virginia,"Taylor County, West Virginia",39.33599327,-80.04618375
54107,70,Wood County,West Virginia,"Wood County, West Virginia",39.21113174,-81.51496532
55009,88,Brown County,Wisconsin,"Brown County, Wisconsin",44.47432955,-87.99286635
55019,52,Clark County,Wisconsin,"Clark County, Wisconsin",44.73471444,-90.61207176
55021,5,Columbia County,Wisconsin,"Columbia County, Wisconsin",43.4665983,-89.33372772
55025,112,Dane County,Wisconsin,"Dane County, Wisconsin",43.0673497,-89.418324
55035,6,Eau Claire County,Wisconsin,"Eau Claire County, Wisconsin",44.72676963,-91.28599608
55039,43,Fond du Lac County,Wisconsin,"Fond du Lac County, Wisconsin",43.75358975,-88.48826247
55055,94,Jefferson County,Wisconsin,"Jefferson County, Wisconsin",43.02082083,-88.77587206
55057,13,Juneau County,Wisconsin,"Juneau County, Wisconsin",43.92444108,-90.1140179
55059,13,Kenosha County,Wisconsin,"Kenosha County, Wisconsin",42.57850556,-87.65311007
55073,24,Marathon County,Wisconsin,"Marathon County, Wisconsin",44.89828535,-89.75905113
55075,26,Marinette County,Wisconsin,"Marinette County, Wisconsin",45.35090158,-88.00222489
55079,704,Milwaukee County,Wisconsin,"Milwaukee County, Wisconsin",43.01545892,-87.58055875
55081,78,Monroe County,Wisconsin,"Monroe County, Wisconsin",43.94574508,-90.6178707
55093,104,Pierce County,Wisconsin,"Pierce County, Wisconsin",44.71963051,-92.4224847
55101,5,Racine County,Wisconsin,"Racine County, Wisconsin",42.75117104,-87.69606336
55107,9,Rusk County,Wisconsin,"Rusk County, Wisconsin",45.47513485,-91.13311678
55109,29,St. Croix County,Wisconsin,"St. Croix County, Wisconsin",45.03406724,-92.45278287
55111,10,Sauk County,Wisconsin,"Sauk County, Wisconsin",43.42677567,-89.94836577
55133,4,Waukesha County,Wisconsin,"Waukesha County, Wisconsin",43.01818764,-88.30453031
55141,8,Wood County,Wisconsin,"Wood County, Wisconsin",44.45531737,-90.04156677
56021,16,Laramie County,Wyoming,"Laramie County, Wyoming",41.3070652,-104.6896156
56039,10,Teton County,Wyoming,"Teton County, Wyoming",43.93475627,-110.5897413
